duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,1.200000,0.000000,0.000000,0.000000,-0.026548,0.028034,-0.012800,0.002321,0.500000,0.000000,0.000000,0.000000,-0.030196,0.032116,-0.014712,0.002674,0.220000,0.000000,0.000000,-0.000000,-0.000019,0.000022,-0.000010,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.191007,-0.026576,-0.022208,-0.000614,0.002861,-0.002336,0.000971,-0.000171,0.489882,-0.029760,-0.024549,-0.000288,0.003279,-0.002694,0.001125,-0.000199,0.219994,-0.000015,-0.000010,0.000003,0.000002,-0.000002,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.142934,-0.068436,-0.019259,0.000920,-0.000227,0.000154,-0.000058,0.000010,0.436796,-0.074716,-0.019975,0.001436,-0.000268,0.000177,-0.000068,0.000012,0.219974,-0.000021,0.000005,0.000006,0.000001,0.000001,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.056037,-0.104617,-0.016996,0.000725,0.000012,-0.000008,0.000003,-0.000000,0.343395,-0.110867,-0.016272,0.001188,0.000007,-0.000010,0.000004,-0.000001,0.219967,0.000020,0.000044,0.000022,0.000005,0.000000,-0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.935156,-0.136411,-0.014795,0.000732,-0.000004,-0.000000,0.000000,-0.000000,0.217444,-0.139850,-0.012722,0.001168,-0.000012,-0.000000,0.000001,-0.000000,0.220055,0.000179,0.000107,0.000005,-0.000014,-0.000005,0.000008,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.784679,-0.163818,-0.012619,0.000718,-0.000005,-0.000000,0.000000,-0.000000,0.066029,-0.161835,-0.009286,0.001121,-0.000015,-0.000001,0.000001,-0.000001,0.220334,0.000365,0.000075,0.000002,0.000022,0.000011,-0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.608954,-0.186923,-0.010498,0.000693,-0.000010,-0.000001,0.000001,-0.000000,-0.103986,-0.177108,-0.006025,0.001045,-0.000029,-0.000003,0.000004,-0.000001,0.220800,0.000612,0.000195,0.000036,-0.000036,-0.000025,0.000003,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.412217,-0.205880,-0.008479,0.000652,-0.000013,0.000001,0.000001,-0.000001,-0.286103,-0.186138,-0.003060,0.000935,-0.000028,0.000003,0.000002,-0.000001,0.221585,0.000867,-0.000086,-0.000239,-0.000054,0.000020,0.000022,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.198498,-0.220927,-0.006585,0.000615,-0.000008,0.000000,0.000000,-0.000000,-0.474390,-0.189545,-0.000384,0.000861,-0.000014,0.000001,0.000000,-0.000000,0.222108,-0.000055,-0.000743,-0.000057,0.000134,0.000027,-0.000023,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.028406,-0.232282,-0.004786,0.000582,-0.000012,-0.000002,0.000001,-0.000001,-0.663472,-0.187783,0.002120,0.000806,-0.000018,-0.000002,0.000002,-0.000001,0.221393,-0.001165,-0.000142,0.000361,-0.000004,-0.000076,0.000017,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.264905,-0.240159,-0.003119,0.000526,-0.000018,-0.000000,0.000002,-0.000001,-0.848347,-0.181200,0.004425,0.000728,-0.000024,-0.000000,0.000002,-0.000001,0.220384,-0.000656,0.000428,-0.000044,-0.000096,0.000036,0.000007,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.507673,-0.244885,-0.001639,0.000463,-0.000016,0.000000,0.000002,-0.000001,-1.024416,-0.170252,0.006485,0.000650,-0.000019,0.000000,0.000002,-0.000001,0.220055,-0.000125,0.000093,-0.000079,0.000041,0.000001,-0.000009,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.753749,-0.246833,-0.000336,0.000408,-0.000015,0.000000,0.000001,-0.000001,-1.187551,-0.155403,0.008332,0.000584,-0.000017,-0.000000,0.000002,-0.000001,0.219980,-0.000041,0.000034,0.000005,-0.000002,-0.000006,0.000004,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-1.000524,-0.246334,0.000811,0.000358,-0.000014,-0.000000,0.000002,-0.000001,-1.334055,-0.137054,0.009986,0.000520,-0.000018,-0.000001,0.000002,-0.000001,0.219973,0.000021,0.000018,-0.000013,-0.000001,0.000002,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-1.245702,-0.243687,0.001818,0.000322,-0.000005,0.000002,0.000000,-0.000000,-1.460619,-0.115585,0.011456,0.000467,-0.000009,0.000001,0.000001,-0.000000,0.220000,0.000022,-0.000013,-0.000005,0.000004,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-1.487253,-0.239099,0.002769,0.000317,0.000002,0.000000,0.000002,-0.000000,-1.564289,-0.091301,0.012819,0.000445,-0.000005,0.000000,-0.000003,-0.000000,0.220007,-0.000005,-0.000008,0.000006,0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-1.723262,-0.232592,0.003752,0.000348,0.000015,0.000003,-0.000002,0.000000,-1.642333,-0.064364,0.014080,0.000364,-0.000053,-0.000019,0.000013,-0.000003,0.219999,-0.000006,0.000005,0.000001,-0.000002,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-1.951738,-0.223981,0.004888,0.000403,0.000005,-0.000005,0.000003,-0.000001,-1.692315,-0.035359,0.014805,0.000132,-0.000042,0.000008,-0.000000,-0.000000,0.219997,0.000000,0.000001,-0.000001,0.000001,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-2.170425,-0.212986,0.006109,0.000410,-0.000000,-0.000001,-0.000001,-0.000000,-1.712771,-0.005486,0.015013,0.000021,-0.000021,0.000001,-0.000003,-0.000001,0.219997,0.000001,0.000001,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-2.376895,-0.199554,0.007304,0.000367,-0.000032,-0.000013,0.000005,-0.000001,-1.703246,0.024503,0.014904,-0.000131,-0.000079,-0.000026,0.000012,-0.000001,0.219999,0.000003,0.000001,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-2.568817,-0.184008,0.008151,0.000191,-0.000042,0.000007,0.000001,-0.000001,-1.664064,0.053537,0.013933,-0.000509,-0.000070,0.000024,-0.000003,-0.000000,0.220003,0.000005,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-2.744518,-0.167264,0.008544,0.000089,-0.000017,-0.000001,0.000001,-0.000000,-1.597154,0.079692,0.012168,-0.000625,-0.000008,0.000002,-0.000001,0.000000,0.220009,0.000005,-0.000001,-0.000001,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-2.903167,-0.149978,0.008708,0.000022,-0.000014,0.000001,0.000000,-0.000000,-1.505924,0.102130,0.010259,-0.000645,-0.000002,0.000001,-0.000000,0.000000,0.220012,0.000000,-0.000003,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-3.044428,-0.132546,0.008704,-0.000019,-0.000007,0.000001,-0.000000,-0.000000,-1.394182,0.120708,0.008319,-0.000646,0.000001,0.000000,-0.000000,0.000000,0.220009,-0.000004,-0.000001,0.000001,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-3.168295,-0.115220,0.008612,-0.000040,-0.000004,0.000000,0.000000,-0.000000,-1.265801,0.135410,0.006385,-0.000643,0.000002,0.000000,-0.000000,0.000000,0.220006,-0.000002,0.000002,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-3.274947,-0.098131,0.008468,-0.000056,-0.000005,-0.000001,0.000000,-0.000000,-1.124646,0.146260,0.004471,-0.000631,0.000005,0.000001,-0.000000,0.000000,0.220006,0.000001,0.000001,-0.000001,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-3.364672,-0.081387,0.008262,-0.000084,-0.000009,-0.000001,0.000001,-0.000000,-0.974540,0.153334,0.002618,-0.000600,0.000012,0.000002,-0.000002,0.000001,0.220006,0.000000,-0.000001,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
